Data e Hora,Temperatura_casa (°C),Umidade_casa (%),Temperatura_real (°C),Umidade_real (%)
2023-10-16 06:52:20,26.8,49.8,21°,63%
2023-10-16 07:52:20,28.1,50.7,23°,54%
2023-10-16 08:52:20,27.3,48.0,25°,48%
2023-10-16 09:52:20,27.4,47.3,26°,43%
2023-10-16 10:52:19,27.5,47.1,28°,38%
2023-10-16 11:52:19,27.8,47.0,29°,36%
2023-10-16 12:52:19,28.1,46.7,30°,33%
2023-10-16 13:52:19,28.2,45.3,31°,32%
